356673.90625,0
231863.09375,0
356534.9375,0
229673.5625,0
356268.90625,0
228118.40625,0
34950.75,30
905942.625,30
73307.7890625,30
684867.625,30
54616.3203125,30
716336.3125,30
26837.990234375,60
839697.1875,60
20284.9453125,60
696714.3125,60
19541.119140625,60
727475.9375,60
8068.021484375,90
1068535.125,90
7778.4375,90
988751.0,90
8431.3564453125,90
1046279.6875,90
7700.91455078125,120
840116.1875,120
14791.52734375,120
674145.3125,120
12754.34765625,120
711539.0,120
8195.4296875,150
801633.625,150
8875.208984375,150
765008.6875,150
8580.291015625,150
732346.5625,150
12197.25,180
823694.4375,180
12679.376953125,180
686203.75,180
15682.1572265625,180
678449.4375,180
5716.91162109375,210
949997.5,210
8620.2529296875,210
844117.5,210
5175.17822265625,210
890789.3125,210
5675.1103515625,240
855473.875,240
11907.1474609375,240
681197.375,240
8709.4208984375,240
687808.0625,240
11057.822265625,270
748574.25,270
10722.6376953125,270
618525.375,270
9264.9228515625,270
643791.6875,270
3444.604248046875,300
846390.0,300
8802.873046875,300
750045.5,300
4110.380859375,300
807211.0,300
6356.9501953125,330
921033.125,330
3813.629638671875,330
912566.8125,330
4504.32666015625,330
971466.9375,330
8759.2294921875,360
686930.875,360
10393.798828125,360
627149.6875,360
6797.244140625,360
688034.9375,360
7263.36181640625,390
781105.0625,390
4977.68798828125,390
761221.0,390
4746.984375,390
808108.5,390
4131.03369140625,420
884164.0625,420
7279.8837890625,420
805903.6875,420
4370.42822265625,420
841585.5,420
18319.56640625,450
749544.6875,450
9973.3837890625,450
704826.1875,450
7261.17041015625,450
753382.25,450
7617.77099609375,480
848423.8125,480
8251.880859375,480
762240.25,480
8398.33203125,480
776811.625,480
4615.61962890625,510
838524.6875,510
5569.79638671875,510
781696.625,510
4920.67333984375,510
825039.625,510
6859.8515625,540
695953.5,540
10818.791015625,540
621334.6875,540
7341.03271484375,540
665394.0,540
5495.33056640625,570
811515.0,570
7156.88671875,570
693916.75,570
6804.16064453125,570
682877.625,570
