356688.90625,0
705239.25,0
356505.84375,0
699085.0625,0
356120.71875,0
693082.625,0
42685.30078125,30
982656.75,30
65362.91796875,30
775690.3125,30
49349.06640625,30
838679.125,30
13229.3955078125,60
1116379.5,60
13110.64453125,60
1098964.5,60
11765.8251953125,60
1063253.625,60
8200.208984375,90
1312182.0,90
16230.8056640625,90
1142570.125,90
15368.29296875,90
1132104.375,90
7838.54052734375,120
848486.3125,120
25270.896484375,120
737025.0,120
12261.9990234375,120
807081.625,120
5921.0263671875,150
963023.75,150
15231.2490234375,150
821920.5,150
12664.740234375,150
847008.875,150
10377.296875,180
821544.9375,180
19290.583984375,180
617036.0,180
20327.95703125,180
589505.25,180
10870.7841796875,210
941990.0,210
23111.919921875,210
747384.875,210
19450.939453125,210
732163.0,210
11874.4765625,240
1324799.375,240
4895.2958984375,240
1369556.0,240
4816.0927734375,240
1338476.25,240
5138.3115234375,270
890824.0625,270
15075.9755859375,270
745314.125,270
7370.34375,270
782077.875,270
5523.40673828125,300
847718.4375,300
19323.90625,300
726849.5,300
9702.3017578125,300
797254.0625,300
7391.4150390625,330
621746.5625,330
7159.06005859375,330
645160.125,330
6598.56298828125,330
634700.625,330
11375.125,360
760818.875,360
13333.1748046875,360
668270.9375,360
6805.01416015625,360
730847.0,360
9660.6572265625,390
606885.0625,390
5141.62109375,390
595359.4375,390
9519.19921875,390
689193.0625,390
6663.025390625,420
696358.5,420
19399.224609375,420
577488.375,420
9487.333984375,420
623218.75,420
8406.3076171875,450
807251.9375,450
15856.955078125,450
700273.4375,450
7352.73046875,450
758333.6875,450
10815.8759765625,480
600447.0625,480
6909.974609375,480
644910.4375,480
6413.12158203125,480
616325.5,480
13947.2421875,510
572128.0,510
13234.4150390625,510
613615.625,510
8603.9189453125,510
599520.3125,510
5056.1416015625,540
799133.0,540
16691.724609375,540
643149.9375,540
9810.94921875,540
671490.0,540
6532.77978515625,570
1004357.0,570
15088.94921875,570
897007.75,570
6648.6787109375,570
922457.4375,570
7884.10205078125,600
665714.125,600
19406.42578125,600
545668.125,600
13007.75,600
580067.0625,600
4699.6708984375,630
625916.125,630
13565.5400390625,630
528940.5625,630
5066.33056640625,630
612089.625,630
10180.23046875,660
958389.75,660
22831.578125,660
795433.75,660
13690.216796875,660
850433.75,660
31014.41015625,690
674180.125,690
11251.19921875,690
536169.75,690
12618.6455078125,690
516797.25,690
